ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2018-05-08T00:00:00.000000000Z,35,2,3367,1058.800000000,1060.550000000,1047.270000000,1053.910000000,434219,GOOG
2018-05-08T00:00:00.000000000Z,35,2,7188,266.730000000,267.310000000,265.150000000,266.740000000,10887878,SPY
2018-05-08T00:00:00.000000000Z,35,2,6355,166.010000000,166.420000000,164.870000000,165.970000000,6581783,QQQ
2018-05-08T00:00:00.000000000Z,35,2,5146,20.780000000,21.150000000,20.710000000,21.060000000,1980858,MRVL
2018-05-08T00:00:00.000000000Z,35,2,373,1594.290000000,1598.980000000,1582.500000000,1591.200000000,883581,AMZN
2018-05-08T00:00:00.000000000Z,35,2,3368,1056.100000000,1065.210000000,1049.120000000,1059.000000000,427146,GOOGL
2018-05-08T00:00:00.000000000Z,35,2,5563,249.000000000,250.790000000,246.730000000,250.600000000,3489327,NVDA
2018-05-08T00:00:00.000000000Z,35,2,2692,177.750000000,179.030000000,177.120000000,178.940000000,4216034,FB
2018-05-09T00:00:00.000000000Z,35,2,7189,267.750000000,269.860000000,267.090000000,269.440000000,10525338,SPY
2018-05-09T00:00:00.000000000Z,35,2,5146,21.020000000,21.420000000,21.020000000,21.300000000,1721267,MRVL
2018-05-09T00:00:00.000000000Z,35,2,7026,22.850000000,24.300000000,22.850000000,24.000000000,172816,SMCI
2018-05-09T00:00:00.000000000Z,35,2,7672,302.010000000,307.010000000,299.500000000,305.670000000,1429045,TSLA
2018-05-09T00:00:00.000000000Z,35,2,3368,1063.110000000,1094.120000000,1060.570000000,1090.000000000,857268,GOOGL
2018-05-09T00:00:00.000000000Z,35,2,602,236.000000000,239.150000000,234.275000000,237.980000000,1429635,AVGO
2018-05-09T00:00:00.000000000Z,35,2,373,1598.000000000,1608.000000000,1592.000000000,1608.000000000,1152845,AMZN
2018-05-09T00:00:00.000000000Z,35,2,2692,178.880000000,183.010000000,178.050000000,182.900000000,6232069,FB
2018-05-09T00:00:00.000000000Z,35,2,5163,95.040000000,96.970000000,95.040000000,96.910000000,9676158,MSFT
2018-05-09T00:00:00.000000000Z,35,2,3367,1055.670000000,1085.440000000,1055.670000000,1084.250000000,630529,GOOG
2018-05-09T00:00:00.000000000Z,35,2,6356,166.420000000,168.000000000,165.780000000,167.870000000,7451080,QQQ
2018-05-09T00:00:00.000000000Z,35,2,5563,250.600000000,256.830000000,250.130000000,256.300000000,3864790,NVDA
2018-05-09T00:00:00.000000000Z,35,2,13,186.400000000,187.500000000,185.220000000,187.490000000,6612746,AAPL
2018-05-10T00:00:00.000000000Z,35,2,2693,182.850000000,186.130000000,182.500000000,185.110000000,5213129,FB
2018-05-10T00:00:00.000000000Z,35,2,7026,24.100000000,24.150000000,23.400000000,23.800000000,100298,SMCI
2018-05-10T00:00:00.000000000Z,35,2,7189,269.940000000,272.380000000,269.580000000,271.910000000,10158982,SPY
2018-05-10T00:00:00.000000000Z,35,2,373,1610.890000000,1615.640000000,1603.360000000,1609.500000000,828012,AMZN
2018-05-10T00:00:00.000000000Z,35,2,13,187.270000000,190.365000000,187.270000000,189.900000000,6974376,AAPL
2018-05-10T00:00:00.000000000Z,35,2,3369,1093.170000000,1109.500000000,1090.000000000,1104.100000000,586675,GOOGL
2018-05-10T00:00:00.000000000Z,35,2,7674,305.880000000,312.990000000,303.660000000,303.660000000,1782711,TSLA
2018-05-10T00:00:00.000000000Z,35,2,5148,21.430000000,21.450000000,21.215000000,21.440000000,1212650,MRVL
2018-05-10T00:00:00.000000000Z,35,2,3368,1087.000000000,1100.270000000,1084.110000000,1096.000000000,492097,GOOG
2018-05-10T00:00:00.000000000Z,35,2,5165,97.020000000,97.950000000,96.940000000,97.780000000,7581813,MSFT
2018-05-10T00:00:00.000000000Z,35,2,6358,168.240000000,169.750000000,167.960000000,169.500000000,6209331,QQQ
2018-05-10T00:00:00.000000000Z,35,2,602,238.800000000,243.570000000,238.200000000,242.000000000,1170550,AVGO
2018-05-10T00:00:00.000000000Z,35,2,5565,257.430000000,264.600000000,250.270000000,252.530000000,6096772,NVDA
2018-05-11T00:00:00.000000000Z,35,2,7190,271.690000000,273.160000000,271.590000000,273.160000000,9545823,SPY
2018-05-11T00:00:00.000000000Z,35,2,5566,252.430000000,259.790000000,250.540000000,254.440000000,7915694,NVDA
2018-05-11T00:00:00.000000000Z,35,2,603,243.440000000,244.510000000,241.630000000,243.000000000,922748,AVGO
2018-05-11T00:00:00.000000000Z,35,2,374,1608.000000000,1613.900000000,1597.800000000,1602.520000000,749365,AMZN
2018-05-11T00:00:00.000000000Z,35,2,13,189.400000000,190.050000000,187.450000000,188.560000000,7155764,AAPL
2018-05-11T00:00:00.000000000Z,35,2,2692,184.500000000,188.310000000,184.180000000,186.970000000,5783249,FB
2018-05-11T00:00:00.000000000Z,35,2,5149,21.310000000,21.390000000,20.820000000,21.020000000,1883822,MRVL
2018-05-11T00:00:00.000000000Z,35,2,7676,304.820000000,308.880000000,299.090000000,300.750000000,1424784,TSLA
2018-05-11T00:00:00.000000000Z,35,2,3368,1095.000000000,1101.310000000,1090.950000000,1097.200000000,467785,GOOG
2018-05-11T00:00:00.000000000Z,35,2,7027,23.750000000,24.000000000,23.400000000,23.400000000,79013,SMCI
2018-05-11T00:00:00.000000000Z,35,2,6359,169.390000000,169.910000000,168.720000000,169.520000000,4773310,QQQ
2018-05-11T00:00:00.000000000Z,35,2,3369,1102.000000000,1109.020000000,1097.140000000,1103.050000000,587846,GOOGL
2018-05-11T00:00:00.000000000Z,35,2,5166,97.980000000,98.160000000,97.040000000,97.750000000,6681207,MSFT
2018-05-14T00:00:00.000000000Z,35,2,13,189.020000000,189.530000000,187.820000000,187.860000000,6181499,AAPL
2018-05-14T00:00:00.000000000Z,35,2,374,1609.000000000,1611.190000000,1600.060000000,1600.150000000,771714,AMZN
2018-05-14T00:00:00.000000000Z,35,2,3369,1105.000000000,1118.170000000,1103.000000000,1106.000000000,639603,GOOGL
2018-05-14T00:00:00.000000000Z,35,2,2692,186.990000000,187.880000000,186.210000000,186.590000000,4119736,FB
2018-05-14T00:00:00.000000000Z,35,2,7667,301.360000000,307.000000000,291.000000000,291.000000000,2004281,TSLA
2018-05-14T00:00:00.000000000Z,35,2,5165,98.000000000,98.685000000,97.310000000,98.000000000,5928753,MSFT
2018-05-14T00:00:00.000000000Z,35,2,5148,21.820000000,22.710000000,21.670000000,21.930000000,5331808,MRVL
2018-05-14T00:00:00.000000000Z,35,2,3368,1101.000000000,1110.830000000,1098.800000000,1098.980000000,515347,GOOG
2018-05-14T00:00:00.000000000Z,35,2,7181,273.340000000,274.080000000,272.370000000,272.880000000,9250236,SPY
2018-05-14T00:00:00.000000000Z,35,2,6357,169.900000000,170.820000000,169.400000000,169.780000000,4542039,QQQ
2018-05-14T00:00:00.000000000Z,35,2,5565,254.780000000,258.490000000,254.390000000,255.360000000,3431233,NVDA
2018-05-14T00:00:00.000000000Z,35,2,603,245.450000000,248.420000000,243.830000000,244.640000000,948160,AVGO
2018-05-14T00:00:00.000000000Z,35,2,7019,23.350000000,23.850000000,23.350000000,23.600000000,105333,SMCI
2018-05-15T00:00:00.000000000Z,35,2,3370,1103.500000000,1104.740000000,1078.670000000,1083.300000000,660937,GOOGL
2018-05-15T00:00:00.000000000Z,35,2,7020,23.600000000,23.800000000,23.450000000,23.750000000,93475,SMCI
2018-05-15T00:00:00.000000000Z,35,2,13,187.500000000,187.700000000,185.020000000,185.800000000,7153176,AAPL
2018-05-15T00:00:00.000000000Z,35,2,5566,254.900000000,255.110000000,241.500000000,243.950000000,6525082,NVDA
2018-05-15T00:00:00.000000000Z,35,2,7668,289.400000000,289.400000000,280.500000000,282.650000000,2897894,TSLA
2018-05-15T00:00:00.000000000Z,35,2,5149,21.800000000,21.860000000,21.410000000,21.530000000,1841187,MRVL
2018-05-15T00:00:00.000000000Z,35,2,2693,186.450000000,186.450000000,183.200000000,184.010000000,4514815,FB
2018-05-15T00:00:00.000000000Z,35,2,603,243.750000000,244.400000000,238.500000000,241.580000000,922410,AVGO
2018-05-15T00:00:00.000000000Z,35,2,7182,272.540000000,272.760000000,270.030000000,270.670000000,14118855,SPY
2018-05-15T00:00:00.000000000Z,35,2,6358,169.470000000,169.630000000,166.980000000,167.670000000,10717977,QQQ
2018-05-15T00:00:00.000000000Z,35,2,5166,97.900000000,98.000000000,96.340000000,97.190000000,9177193,MSFT
2018-05-15T00:00:00.000000000Z,35,2,374,1600.470000000,1603.200000000,1565.250000000,1573.900000000,1759750,AMZN
2018-05-15T00:00:00.000000000Z,35,2,3369,1099.900000000,1099.900000000,1073.470000000,1078.000000000,552946,GOOG
2018-05-16T00:00:00.000000000Z,35,2,3370,1081.800000000,1094.300000000,1081.740000000,1087.750000000,545035,GOOGL
2018-05-16T00:00:00.000000000Z,35,2,7185,271.320000000,272.750000000,270.470000000,272.390000000,8189344,SPY
2018-05-16T00:00:00.000000000Z,35,2,5166,96.970000000,97.400000000,96.620000000,97.020000000,6238072,MSFT
2018-05-16T00:00:00.000000000Z,35,2,603,241.850000000,242.500000000,239.000000000,240.320000000,1255749,AVGO
2018-05-16T00:00:00.000000000Z,35,2,5566,244.250000000,248.520000000,242.540000000,246.200000000,3263835,NVDA
2018-05-16T00:00:00.000000000Z,35,2,374,1579.000000000,1594.380000000,1572.540000000,1588.000000000,775213,AMZN
2018-05-16T00:00:00.000000000Z,35,2,6359,168.130000000,169.370000000,167.690000000,169.060000000,5048811,QQQ
2018-05-16T00:00:00.000000000Z,35,2,13,186.950000000,188.450000000,185.680000000,188.090000000,5772515,AAPL
2018-05-16T00:00:00.000000000Z,35,2,2693,184.010000000,184.690000000,182.770000000,183.200000000,4723450,FB
2018-05-16T00:00:00.000000000Z,35,2,3369,1079.420000000,1089.140000000,1076.180000000,1083.000000000,414103,GOOG
2018-05-16T00:00:00.000000000Z,35,2,5149,21.790000000,21.890000000,21.480000000,21.850000000,2517308,MRVL
2018-05-16T00:00:00.000000000Z,35,2,7672,284.000000000,288.820000000,281.680000000,285.950000000,1652216,TSLA
2018-05-16T00:00:00.000000000Z,35,2,7023,23.800000000,24.000000000,23.700000000,23.900000000,91429,SMCI
2018-05-17T00:00:00.000000000Z,35,2,5570,245.800000000,251.500000000,244.310000000,248.900000000,3044748,NVDA
2018-05-17T00:00:00.000000000Z,35,2,5169,97.060000000,97.540000000,95.840000000,96.230000000,5574169,MSFT
2018-05-17T00:00:00.000000000Z,35,2,5152,21.800000000,22.120000000,21.570000000,21.630000000,1661871,MRVL
2018-05-17T00:00:00.000000000Z,35,2,2696,182.600000000,184.060000000,182.220000000,183.950000000,3745276,FB
2018-05-17T00:00:00.000000000Z,35,2,3373,1083.000000000,1091.000000000,1076.450000000,1082.640000000,453360,GOOGL
2018-05-17T00:00:00.000000000Z,35,2,7191,271.880000000,273.230000000,271.140000000,272.280000000,9572257,SPY
2018-05-17T00:00:00.000000000Z,35,2,603,238.120000000,241.580000000,238.020000000,239.450000000,940046,AVGO
2018-05-17T00:00:00.000000000Z,35,2,7678,285.550000000,289.200000000,283.690000000,284.900000000,1216081,TSLA
2018-05-17T00:00:00.000000000Z,35,2,6363,168.400000000,169.600000000,167.510000000,168.450000000,5504233,QQQ
2018-05-17T00:00:00.000000000Z,35,2,13,187.610000000,188.900000000,186.370000000,187.100000000,4910881,AAPL
2018-05-17T00:00:00.000000000Z,35,2,374,1585.500000000,1594.000000000,1573.010000000,1584.000000000,627470,AMZN
2018-05-17T00:00:00.000000000Z,35,2,3372,1080.060000000,1086.870000000,1073.500000000,1078.580000000,357912,GOOG
2018-05-17T00:00:00.000000000Z,35,2,7028,23.900000000,24.150000000,23.900000000,23.950000000,44511,SMCI
2018-05-18T00:00:00.000000000Z,35,2,603,238.990000000,240.440000000,235.880000000,236.580000000,1185635,AVGO
2018-05-18T00:00:00.000000000Z,35,2,374,1584.000000000,1586.450000000,1572.050000000,1573.900000000,749523,AMZN
2018-05-18T00:00:00.000000000Z,35,2,5169,96.350000000,96.930000000,95.850000000,96.310000000,7319204,MSFT
2018-05-18T00:00:00.000000000Z,35,2,5570,249.030000000,252.370000000,245.520000000,245.550000000,3280707,NVDA
2018-05-18T00:00:00.000000000Z,35,2,5152,21.490000000,21.680000000,21.290000000,21.420000000,1266239,MRVL
2018-05-18T00:00:00.000000000Z,35,2,13,187.190000000,187.820000000,186.130000000,186.410000000,6028993,AAPL
2018-05-18T00:00:00.000000000Z,35,2,7191,272.310000000,272.600000000,270.930000000,271.150000000,8079020,SPY
2018-05-18T00:00:00.000000000Z,35,2,3372,1075.800000000,1080.590000000,1059.100000000,1066.000000000,465426,GOOG
2018-05-18T00:00:00.000000000Z,35,2,7028,24.000000000,24.000000000,23.600000000,23.650000000,75462,SMCI
2018-05-18T00:00:00.000000000Z,35,2,7678,286.000000000,286.050000000,274.000000000,276.700000000,2245143,TSLA
2018-05-18T00:00:00.000000000Z,35,2,3373,1083.000000000,1083.000000000,1061.220000000,1068.530000000,629720,GOOGL
2018-05-18T00:00:00.000000000Z,35,2,6363,168.600000000,168.770000000,167.210000000,167.480000000,5814634,QQQ
2018-05-18T00:00:00.000000000Z,35,2,2696,183.910000000,184.190000000,182.510000000,182.550000000,3449997,FB
2018-05-21T00:00:00.000000000Z,35,2,5169,97.360000000,98.010000000,96.800000000,97.420000000,6811114,MSFT
2018-05-21T00:00:00.000000000Z,35,2,7676,280.500000000,291.490000000,279.630000000,283.790000000,2629534,TSLA
2018-05-21T00:00:00.000000000Z,35,2,7026,23.850000000,23.900000000,23.500000000,23.850000000,82852,SMCI
2018-05-21T00:00:00.000000000Z,35,2,3373,1075.780000000,1088.100000000,1073.180000000,1080.000000000,339707,GOOG
2018-05-21T00:00:00.000000000Z,35,2,3374,1061.700000000,1093.190000000,1061.700000000,1084.900000000,448422,GOOGL
2018-05-21T00:00:00.000000000Z,35,2,13,187.700000000,189.270000000,186.910000000,187.590000000,5165786,AAPL
2018-05-21T00:00:00.000000000Z,35,2,374,1584.930000000,1592.100000000,1575.230000000,1585.610000000,828027,AMZN
2018-05-21T00:00:00.000000000Z,35,2,6362,168.400000000,169.490000000,167.680000000,168.390000000,5189034,QQQ
2018-05-21T00:00:00.000000000Z,35,2,2697,183.790000000,185.300000000,183.130000000,184.540000000,3717969,FB
2018-05-21T00:00:00.000000000Z,35,2,7189,272.670000000,273.980000000,272.600000000,273.240000000,8795840,SPY
2018-05-21T00:00:00.000000000Z,35,2,603,238.990000000,240.380000000,236.650000000,238.570000000,1060862,AVGO
2018-05-21T00:00:00.000000000Z,35,2,5152,21.870000000,22.020000000,21.360000000,21.440000000,2418291,MRVL
2018-05-21T00:00:00.000000000Z,35,2,5570,249.800000000,250.700000000,240.480000000,245.000000000,3987038,NVDA
2018-05-22T00:00:00.000000000Z,35,2,2695,184.490000000,185.410000000,183.430000000,183.750000000,3467343,FB
2018-05-22T00:00:00.000000000Z,35,2,5150,21.620000000,22.085000000,21.500000000,21.920000000,1603625,MRVL
2018-05-22T00:00:00.000000000Z,35,2,3372,1087.300000000,1091.690000000,1072.220000000,1076.550000000,396892,GOOGL
2018-05-22T00:00:00.000000000Z,35,2,6360,168.740000000,169.440000000,167.880000000,168.160000000,4884595,QQQ
2018-05-22T00:00:00.000000000Z,35,2,7023,23.900000000,23.950000000,23.500000000,23.650000000,33783,SMCI
2018-05-22T00:00:00.000000000Z,35,2,5568,245.190000000,246.200000000,240.250000000,242.600000000,3400021,NVDA
2018-05-22T00:00:00.000000000Z,35,2,3371,1083.940000000,1086.520000000,1066.670000000,1070.000000000,473495,GOOG
2018-05-22T00:00:00.000000000Z,35,2,7673,285.400000000,288.500000000,273.400000000,275.200000000,2734142,TSLA
2018-05-22T00:00:00.000000000Z,35,2,5167,97.780000000,98.230000000,97.200000000,97.510000000,5103178,MSFT
2018-05-22T00:00:00.000000000Z,35,2,13,187.650000000,188.880000000,186.780000000,187.250000000,4382490,AAPL
2018-05-22T00:00:00.000000000Z,35,2,7186,273.720000000,274.250000000,272.240000000,272.560000000,8344183,SPY
2018-05-22T00:00:00.000000000Z,35,2,603,239.370000000,241.100000000,237.600000000,238.740000000,876796,AVGO
2018-05-22T00:00:00.000000000Z,35,2,374,1592.400000000,1592.400000000,1575.200000000,1580.580000000,589671,AMZN
2018-05-23T00:00:00.000000000Z,35,2,13,185.990000000,188.810000000,184.700000000,188.600000000,6029149,AAPL
2018-05-23T00:00:00.000000000Z,35,2,374,1569.900000000,1602.000000000,1564.920000000,1600.500000000,1079017,AMZN
2018-05-23T00:00:00.000000000Z,35,2,3373,1065.460000000,1088.000000000,1063.020000000,1083.520000000,370066,GOOGL
2018-05-23T00:00:00.000000000Z,35,2,7187,271.250000000,273.430000000,270.600000000,273.020000000,10283204,SPY
2018-05-23T00:00:00.000000000Z,35,2,2696,182.900000000,186.910000000,181.800000000,186.820000000,4462902,FB
2018-05-23T00:00:00.000000000Z,35,2,5168,97.000000000,98.730000000,96.330000000,98.720000000,8011440,MSFT
2018-05-23T00:00:00.000000000Z,35,2,7024,23.600000000,23.800000000,23.350000000,23.700000000,162072,SMCI
2018-05-23T00:00:00.000000000Z,35,2,7675,274.130000000,279.980000000,272.400000000,278.400000000,1821392,TSLA
2018-05-23T00:00:00.000000000Z,35,2,5151,21.830000000,22.085000000,21.720000000,22.050000000,1635263,MRVL
2018-05-23T00:00:00.000000000Z,35,2,5569,239.250000000,247.590000000,238.840000000,247.500000000,3263165,NVDA
2018-05-23T00:00:00.000000000Z,35,2,6361,167.620000000,169.630000000,166.490000000,169.380000000,7089780,QQQ
2018-05-23T00:00:00.000000000Z,35,2,603,236.370000000,240.940000000,235.720000000,240.940000000,1138480,AVGO
2018-05-23T00:00:00.000000000Z,35,2,3372,1062.790000000,1080.780000000,1059.500000000,1079.490000000,360181,GOOG
2018-05-24T00:00:00.000000000Z,35,2,7033,23.600000000,23.850000000,23.550000000,23.700000000,40925,SMCI
2018-05-24T00:00:00.000000000Z,35,2,3379,1084.730000000,1087.880000000,1072.300000000,1086.180000000,321042,GOOGL
2018-05-24T00:00:00.000000000Z,35,2,604,240.860000000,244.350000000,240.000000000,244.000000000,874347,AVGO
2018-05-24T00:00:00.000000000Z,35,2,6370,169.830000000,169.930000000,167.840000000,169.730000000,6463745,QQQ
2018-05-24T00:00:00.000000000Z,35,2,5175,98.620000000,98.940000000,96.820000000,98.380000000,6889028,MSFT
2018-05-24T00:00:00.000000000Z,35,2,2702,186.770000000,187.150000000,185.030000000,185.930000000,3454023,FB
2018-05-24T00:00:00.000000000Z,35,2,5158,22.150000000,22.500000000,21.765000000,22.400000000,1186731,MRVL
2018-05-24T00:00:00.000000000Z,35,2,374,1602.440000000,1608.120000000,1588.310000000,1605.350000000,980450,AMZN
2018-05-24T00:00:00.000000000Z,35,2,7196,273.240000000,273.500000000,270.780000000,273.140000000,10998635,SPY
2018-05-24T00:00:00.000000000Z,35,2,5576,246.790000000,249.370000000,245.250000000,247.770000000,2635058,NVDA
2018-05-24T00:00:00.000000000Z,35,2,3378,1077.660000000,1081.000000000,1066.060000000,1078.230000000,266434,GOOG
2018-05-24T00:00:00.000000000Z,35,2,7685,279.200000000,281.110000000,274.890000000,278.500000000,1062930,TSLA
2018-05-24T00:00:00.000000000Z,35,2,13,188.950000000,189.000000000,186.210000000,188.500000000,5346369,AAPL
2018-05-25T00:00:00.000000000Z,35,2,604,243.520000000,250.680000000,243.150000000,249.200000000,1012199,AVGO
